UTC Time,Latitude,Longitude,GForce,satCount
135154.000,51.465242,5.375042,0.68,21
135154.000,51.465242,5.375042,0.64,21
135154.000,51.465242,5.375042,0.51,21
135154.000,51.465242,5.375042,0.50,21
135154.000,51.465242,5.375042,0.54,21
135154.000,51.465242,5.375042,0.55,21
135154.000,51.465242,5.375042,0.47,21
135154.000,51.465242,5.375042,0.45,21
135154.000,51.465242,5.375042,0.45,21
135155.000,51.465309,5.375195,0.44,20
135155.000,51.465309,5.375195,0.46,20
135155.000,51.465309,5.375195,0.31,20
135155.000,51.465309,5.375195,0.23,20
135155.000,51.465309,5.375195,0.23,20
135155.000,51.465309,5.375195,0.24,20
135155.000,51.465309,5.375195,0.21,20
135155.000,51.465309,5.375195,0.23,20
135155.000,51.465309,5.375195,0.25,20
135155.000,51.465309,5.375195,0.22,20
135156.000,51.465423,5.375278,0.29,19
